555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
555	555	555	24	4257	19	43
